employee_id,full_name,age,gender,email,phone,city,country,department,job_title,employment_type,education_level,join_date,years_of_experience,annual_salary,bonus_percentage,performance_rating,nps_score,projects_completed,training_hours,remote_work,last_promotion_year,manager_id,team_size,monthly_leaves_taken,attrition_risk,salary_currency,linkedin_profile,contract_end_date
EMP3131,Rahul Nair,58.0,Non-binary,rahul.nair@gmail.com,8290179211,San Francisco,USA,Data science,Data Analyst,Contract,Master's,14-05-2010,13,901805.0,29.37,GOOD,2.0,15,162.21,Yes,2020.0,EMP1046,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",2.6,High,AUD,linkedin.com/in/rahulnair157,15-03-2026
EMP1692,Aarav Kumar,41.0,Female,aarav.kumar@company.in,Not Available,Hyderabad,India,Marketing,Marketing Manager,Contract,Bachelor's,04-01-2022,1,926591.0,39.61,Below Average,10.0,0,113.07,0,2014.0,EMP1112,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",1.6,Medium,CAD,linkedin.com/in/aaravkumar784,13-06-2024
EMP1451,Charlotte Malhotra,35.0,Non-binary,charlotte.malhotra@gmail.com,-8477203819,Mumbai,India,Engineering,Senior SWE,Contract,MCA,10-31-2020,3,-1188219.0,17.89,Below Average,10.0,15,4.35,No,2017.0,EMP3865,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",3.0,High,INR,linkedin.com/in/charlottemalhotra584,19-01-2025
EMP1877,Meena Rao,48.0,Prefer not to say,meena.rao@company.in,9.17068E+11,New York,USA,Sales,Senior Sales Rep,Permanent,Master's,22-Apr-22,1,993447.0,29.68,Outstanding,2.0,31,138.7,No,2020.0,No Manager,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",2.9,Medium,INR,linkedin.com/in/meenarao988,Permenent
EMP3423,William Williams,44.0,Female,william.williams@yahoo.com,9.17409E+11,Bangalore,India,Customer support,VP Support,Permanent,Associate,19-Nov-17,6,1349375.0,17.72,Average,6.0,45,43.55,Yes,2012.0,EMP3260,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",0.6,Low,CAD,linkedin.com/in/williamwilliams637,Permenent
EMP3802,Rahul Patel,29.0,Non-binary,rahul.patel@corp.com,9.19519E+11,Toronto,Canada,Legal,Legal Manager,Permanent,BE/BTech,16-02-2021,2,1633841.0,24.78,Average,4.0,45,147.34,No,2021.0,EMP1398,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",4.3,HIGH,USD,linkedin.com/in/rahulpatel869,Permenent
EMP2051,Neha Reddy,30.0,Female,neha.reddy@hotmail.com,9.17878E+11,Ahmedabad,India,Marketing,Marketing Manager,Permanent,Bachelor's,26-12-2010,13,867903.0,10.18,Good,6.0,-5,152.1,No,2010.0,EMP2089,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.4,Medium,CAD,linkedin.com/in/nehareddy384,Permenent
EMP3225,Harper Miller,47.0,Female,harper.miller@hotmail.com,-8196,San Francisco,USA,Sales,VP Sales,Contract,Master's,Not Available,8,1837497.0,71.59,Average,0.0,8,65.42,Yes,2017.0,EMP3694,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",0.0,Low,INR,Not Available,01-10-2025
EMP1883,Meena Rao,41.0,Non-binary,meena.rao@gmail.com,-7719858469,Mumbai,India,Data science,Senior Data Scientist,Permanent,MCA,06-Sep-15,8,1991372.0,11.61,Below Average,6.0,-6,85.43,No,2017.0,EMP1805,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",2.5,High,USD,linkedin.com/in/meenarao873,Permenent
EMP3189,Harper Kumar,34.0,Prefer not to say,harper.kumar@outlook.com,-7683,Mumbai,India,Product,Product Analyst,Contract,Bachelor's,14-Aug-18,5,1255758.5,3.42,Below Average,9.0,42,155.07,No,2014.0,EMP1229,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",1.7,Low,AUD,linkedin.com/in/harperkumar120,25-10-2025
EMP1805,Sunita Wilson,288.0,Prefer not to say,sunita.wilson@company.in,9.19644E+11,Dubai,UAE,Data science,ML Engineer,Contract,High School,14-Jun-16,7,1381280.0,18.94,Excellent,3.0,11,9.0,Yes,2017.0,EMP1897,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",4.0,Medium,CAD,linkedin.com/in/sunitawilson12,23-08-2025
EMP3669,amit reddy,30.0,Male,amit.reddy@company.in,-7136973595,Singapore,Singapore,Finance,Financial Analyst,Permanent,Associate,26-07-2020,3,866515.0,26.19,Average,6.0,32,148.97,No,2022.0,EMP2726,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",3.0,High,GBP,linkedin.com/in/amitreddy89,Permenent
EMP2366,Rohan Patel,42.0,Male,rohan@patel,-9666190211,Hyderabad,India,Customer support,Support Manager,Contract,Master's,09-12-2021,2,940490.0,29.11,GOOD,5.0,13,73.22,No,2018.0,EMP1539,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",0.6,High,GBP,linkedin.com/in/rohanpatel912,08-11-2025
EMP3021,anjali malhotra,37.0,Male,anjali.malhotra@corp.com,Not Available,Mumbai,India,Sales,Senior Analyst,Permanent,Bachelor's,23-10-2018,5,1055867.0,183.55,Below Average,6.0,15,166.9,No,2019.0,EMP1623,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",1.6,Medium,INR,linkedin.com/in/anjalimalhotra268,Permenent
EMP2014,Nisha Mehta,34.0,Prefer not to say,nisha.mehta@company.in,-9301418955,Chennai,India,Sales,Senior Sales Rep,Permanent,High School,02-28-2017,6,987437.0,18.03,1,7.0,32,157.44,No,2022.0,EMP1064,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",3.0,Low,AUD,linkedin.com/in/nishamehta943,Permenent
EMP1809,Sneha Das,56.0,Female,sneha.das@corp.com,9.17271E+11,London,UK,Product,Product Manager,Contract,MCA,Not Available,3,976390.0,11.42,Good,10.0,2,126.5,No,2022.0,EMP1152,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",3.4,Medium,GBP,linkedin.com/in/snehadas657,02-04-2026
EMP3639,Amelia Jones,47.0,Prefer not to say,amelia.jones@company.in,9.2E+11,Delhi,India,Legal,Associate,Contract,MCA,24-Jun-15,8,1377294.0,12.55,Good,53.0,29,172.06,No,2016.0,EMP2651,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",2.9,Low,INR,Not Available,10-05-2024
EMP1381,Ethan Mehta,36.0,Male,ethan.mehta@yahoo.com,Not Available,Ahmedabad,India,Marketing,SEO Specialist,Permanent,Master's,06-05-2016,7,1268693.0,22.21,Average,32.0,20,91.38,Yes,2023.0,EMP2884,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.1,Low,USD,linkedin.com/in/ethanmehta71,Permenent
EMP3637,Oliver Desai,46.0,Female,oliver.desai@gmail.com,7115562798,Mumbai,India,Operations,Operations Analyst,Contract,Master's,20-Jun-21,2,0.0,34.78,Good,9.0,29,113.39,No,2010.0,EMP3654,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",2.3,High,USD,linkedin.com/in/oliverdesai808,13-05-2025
EMP2458,Emma Gupta,33.0,Prefer not to say,emma.gupta@@hotmail.com,9.19891E+11,Sydney,Australia,Finance,Controller,Permanent,High School,09-02-2019,4,1527456.0,13.73,Below Average,0.0,36,38.45,No,2018.0,EMP3568,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",2.5,Medium,GBP,linkedin.com/in/emmagupta795,Permenent
EMP3131,Unknown_employee,48.0,Prefer not to say,noah.patel@outlook.com,7093631312,Ahmedabad,India,Data science,ML Engineer,Permanent,Associate,03-11-2016,7,1584216.0,37.57,avg,5.0,36,19.71,No,2019.0,EMP3710,"<bound method Series.median of 13     NaN
15     NaN
29     NaN
37     NaN
46     NaN
        ..
2014   NaN
2019   NaN
2026   NaN
2028   NaN
2030   NaN
Name: Data science, Length: 218, dtype: float64>",2.0,Medium,CAD,linkedin.com/in/noahpatel490,Permenent
EMP3413,William Sharma,26.0,Prefer not to say,william.sharma@yahoo.com,(875) 618-6716,Chennai,India,Engineering,Lead Engineer,Permanent,High School,18-11-2010,13,1373328.0,31.05,Outstanding,0.0,14,189.71,No,2016.0,No Manager,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",1.7,High,AUD,Not Available,Permenent
EMP3006,Isabella Shah,46.0,Male,isabella.shah@gmail.com,-9024253769,Singapore,Singapore,Operations,Logistics Coordinator,Permanent,Bachelor's,04-05-2021,2,1296949.0,11.73,Average,1.0,41,14.4,No,2010.0,EMP3822,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",1.8,High,GBP,Not Available,Permenent
EMP1440,Anjali Iyer,40.0,Non-binary,anjali.iyer@corp.com,9.19327E+11,London,UK,Product,Senior PM,Permanent,Master's,10-Jun-14,9,1460968.0,18.24,Average,1.0,50,10.9,Yes,2017.0,EMP2694,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",3.6,Medium,GBP,Not Available,Permenent
EMP3620,Neha Brown,60.0,Female,neha@brown,9.19494E+11,London,UK,Operations,Operations Analyst,Contract,PhD,23-Nov-18,5,573164.0,7.49,Outstanding,100.0,28,17.13,Yes,2023.0,EMP2213,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",4.6,High,GBP,Not Available,18-08-2025
EMP3543,Ava Johnson,34.0,Prefer not to say,ava.johnson@corp.com,7892874500,London,UK,Marketing,Content Strategist,Contract,PhD,04-24-2023,0,892000.0,34.73,Outstanding,6.0,12,196.64,Yes,2010.0,EMP2653,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",0.7,High,AUD,linkedin.com/in/avajohnson342,25-02-2025
EMP1945,Charlotte Jones,51.0,Prefer not to say,charlotte.jones@gmail.com,-8435,San Francisco,USA,Sales,Account Executive,Permanent,High School,29-07-2011,12,1286603.0,6.74,Average,4.0,39,151.99,Yes,2017.0,EMP1718,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",4.5,Low,AUD,linkedin.com/in/charlottejones676,Permenent
EMP3353,Rajesh Johnson,41.0,Prefer not to say,rajesh.johnson@company.in,-3981,Hyderabad,India,Engineering,Data Scientist,Permanent,BE/BTech,27-05-2022,1,1397405.0,13.98,Below Average,3.0,-8,11.76,Yes,2022.0,No Manager,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",1.4,Low,INR,linkedin.com/in/rajeshjohnson402,Permenent
EMP3228,VIKRAM SMITH,24.0,Prefer not to say,vikram.smith@company.in,9.18854E+11,Sydney,Australia,Customer support,Team Lead,Permanent,PhD,29-Mar-13,10,-698077.0,26.94,Outstanding,2.0,31,158.69,Yes,2022.0,No Manager,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",4.0,Low,USD,linkedin.com/in/vikramsmith557,Permenent
EMP3087,Isabella Garcia,37.0,Male,isabella@garcia,(464) 612-7639,Bangalore,India,Customer support,Team Lead,Permanent,High School,09-02-2010,13,770352.0,22.2,Outstanding,4.0,8,14.72,Yes,2022.0,EMP1568,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",2.9,Low,GBP,linkedin.com/in/isabellagarcia713,Permenent
EMP1704,Noah Bose,576.0,Female,noah.bose@company.in,9.19382E+11,Hyderabad,India,Product,Group PM,Contract,MCA,08-06-2012,11,1255758.5,16.67,Good,8.0,33,169.49,No,2017.0,EMP1336,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",4.6,Medium,CAD,Not Available,13-05-2024
EMP3448,Anjali Johnson,23.0,Female,anjali.johnson@gmail.com,9.19975E+11,Chennai,India,Legal,Chief Legal Officer,Contract,PhD,06-07-2020,3,2131203.0,39.4,Excellent,1.0,36,50.43,No,2012.0,EMP1161,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",2.4,Low,CAD,linkedin.com/in/anjalijohnson328,19-02-2024
EMP1575,Charlotte Shah,24.0,Male,charlotte.shah@yahoo.com,9.19929E+11,San Francisco,USA,Sales,Account Executive,Permanent,Master's,01-20-2011,12,1556174.0,20.26,Outstanding,1.0,20,106.34,No,2014.0,EMP3484,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",3.2,Medium,AUD,linkedin.com/in/charlotteshah126,Permenent
EMP3527,Sunita Bose,811.0,Prefer not to say,sunita.bose@outlook.com,Not Available,Sydney,Australia,Marketing,Content Strategist,Permanent,Associate,05-02-2013,10,1125841.0,13.76,Below Average,8.0,34,197.88,No,2016.0,EMP1711,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",3.7,High,INR,linkedin.com/in/sunitabose971,Permenent
EMP1924,Jackson Wilson,45.0,Non-binary,jackson.wilson@company.in,8173218944,Mumbai,India,Product,Senior PM,Permanent,BE/BTech,10-04-2020,3,1243695.0,19.48,Outstanding,5.0,9,190.53,Yes,2013.0,EMP1613,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",0.5,High,CAD,linkedin.com/in/jacksonwilson772,Permenent
EMP3739,Meena Kumar,33.0,Male,meena.kumar@corp.com,9.18514E+11,Delhi,India,Finance,Finance Manager,Permanent,High School,24-Aug-10,13,1190936.0,22.52,Outstanding,10.0,28,199.42,No,2023.0,EMP2553,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",3.9,High,GBP,linkedin.com/in/meenakumar882,Permenent
EMP2532,Amit Desai,27.0,Male,amit.desai@hotmail.com,9.18227E+11,London,UK,Operations,Operations Analyst,Permanent,Master's,24-02-2014,9,687709.0,7.54,Good,6.0,29,102.58,Yes,2023.0,EMP1158,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",2.9,Low,GBP,linkedin.com/in/amitdesai490,Permenent
EMP2784,Mason Johnson,41.0,Prefer not to say,mason.johnson@corp.com,8239194659,Sydney,Australia,Marketing,Chief Marketing Officer,Contract,Associate,11-Nov-23,0,1668196.0,14.26,Good,0.0,4,128.8,No,2012.0,EMP2172,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.7,Medium,INR,linkedin.com/in/masonjohnson502,09-08-2025
EMP1698,Kiran Smith,35.0,Female,kiran.smith@hotmail.com,(904) 372-3792,Dubai,UAE,Sales,Sales Manager,Permanent,BE/BTech,06-22-2013,10,1182349.0,4.89,5,2.0,0,162.46,No,2021.0,EMP3335,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",0.2,Medium,USD,linkedin.com/in/kiransmith633,Permenent
EMP1307,Aarav Chatterjee,40.0,Prefer not to say,aarav.chatterjee@corp.com,-6604,Hyderabad,India,Product,Group PM,Permanent,Master's,04-04-2015,8,1601189.0,8.22,Good,0.0,12,126.44,No,2013.0,EMP3314,"<bound method Series.median of 1      NaN
2      NaN
10     NaN
21     NaN
33     NaN
        ..
1984   NaN
2008   NaN
2024   NaN
2038   NaN
2039   NaN
Name: Product, Length: 179, dtype: float64>",4.3,Medium,INR,linkedin.com/in/aaravchatterjee614,Permenent
EMP2161,Suresh Williams,5.0,Non-binary,suresh@williams,Not Available,Singapore,Singapore,Sales,Senior Sales Rep,Permanent,MBA,10-Jul-14,9,891132.0,15.23,Excellent,9.0,14,193.07,Yes,2015.0,EMP1118,"<bound method Series.median of 14     NaN
70     NaN
75     NaN
82     NaN
84     NaN
        ..
2002   NaN
2010   NaN
2013   NaN
2025   NaN
2035   NaN
Name: Sales, Length: 196, dtype: float64>",0.9,Low,GBP,linkedin.com/in/sureshwilliams896,Permenent
EMP1586,Evelyn Garcia,41.0,Non-binary,evelyn.garcia@outlook.com,-8819846379,Kolkata,India,Hr,HR Executive,Permanent,Associate,22-06-2012,11,611825.0,4.64,Excellent,8.0,20,18.3,No,2020.0,EMP2485,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",0.9,Low,CAD,linkedin.com/in/evelyngarcia878,Permenent
EMP1421,Meena Moore,50.0,Prefer not to say,meena.moore@corp.com,(977) 591-8684,Delhi,India,Customer support,Team Lead,Permanent,PhD,31-12-2013,10,664751.5,3.1,Average,10.0,45,176.89,Yes,2017.0,EMP2095,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",1.7,Medium,INR,linkedin.com/in/meenamoore503,Permenent
EMP2636,Kiran Desai,27.0,Non-binary,kiran.desai@yahoo.com,(227) 632-5303,Toronto,Canada,Hr,HR Executive,Permanent,Bachelor's,29-03-2021,2,606067.0,21.02,Excellent,4.0,33,53.1,No,2022.0,EMP2266,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",3.6,Low,GBP,linkedin.com/in/kirandesai954,Permenent
EMP2827,Mason Smith,23.0,Male,mason.smith@gmail.com,Not Available,Ahmedabad,India,Marketing,Chief Marketing Officer,Permanent,Master's,10-03-2018,5,992981.0,26.86,GOOD,8.0,1,74.6,No,2015.0,EMP1747,"<bound method Series.median of 0      NaN
8      NaN
26     NaN
34     NaN
41     NaN
        ..
1976   NaN
1980   NaN
2012   NaN
2029   NaN
2032   NaN
Name: Marketing, Length: 203, dtype: float64>",4.0,High,USD,Not Available,Permenent
EMP2346,Arjun Williams,41.0,Prefer not to say,arjun.williams@corp.com,9.18566E+11,Pune,India,Customer support,Support Agent,Permanent,Master's,29-07-2021,2,512520.0,10.2,Average,0.0,23,113.44,Yes,2017.0,EMP1313,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",0.1,Low,INR,Not Available,Permenent
EMP3027,Mia Chatterjee,29.0,Male,mia@chatterjee,(707) 213-3739,San Francisco,USA,Engineering,Lead Engineer,Contract,Bachelor's,Not Available,6,1490047.0,29.73,Outstanding,5.0,28,18.7,Yes,2016.0,EMP1592,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",3.9,Low,INR,linkedin.com/in/miachatterjee16,05-01-2025
EMP3027,Amit Patel,43.0,Non-binary,amit.patel@@hotmail.com,Not Available,Chennai,India,Hr,HR Business Partner,Permanent,MCA,20-10-2016,7,980150.0,24.72,Below Average,8.0,1,20.1,No,2013.0,EMP3104,"<bound method Series.median of 7      NaN
28     NaN
31     NaN
32     NaN
35     NaN
        ..
1988   NaN
1998   NaN
2001   NaN
2023   NaN
2033   NaN
Name: Hr, Length: 210, dtype: float64>",2.9,Medium,USD,linkedin.com/in/amitpatel930,Permenent
EMP2912,Vikram Malhotra,52.0,Male,vikram.malhotra@company.in,(885) 147-1346,Pune,India,Customer support,Support Manager,Permanent,High School,01-09-2015,8,929867.0,24.3,Excellent,6.0,37,170.91,No,2012.0,EMP2967,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",2.2,Low,GBP,linkedin.com/in/vikrammalhotra101,Permenent
EMP2746,Rajesh Wilson,57.0,Prefer not to say,rajesh.wilson@company.in,-9993749289,Delhi,India,Legal,Associate,Contract,,26-Jul-18,5,1277876.0,19.3,Outstanding,5.0,8,121.66,No,2011.0,EMP1937,"<bound method Series.median of 12     NaN
23     NaN
52     NaN
56     NaN
71     NaN
        ..
1996   NaN
2000   NaN
2005   NaN
2007   NaN
2027   NaN
Name: Legal, Length: 194, dtype: float64>",4.5,Medium,INR,linkedin.com/in/rajeshwilson568,02-04-2026
EMP1450,Kavya Miller,38.0,Prefer not to say,kavya.miller@yahoo.com,Not Available,London,UK,Customer support,Support Manager,Contract,High School,08-Jun-15,8,811041.0,18.39,Outstanding,0.0,35,132.45,Yes,2018.0,EMP2616,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",1.4,Medium,GBP,linkedin.com/in/kavyamiller220,09-07-2025
EMP3704,Rajesh Shah,59.0,Prefer not to say,rajesh.shah@yahoo.com,Not Available,Sydney,Australia,Engineering,Software Engineer,Permanent,BE/BTech,31-08-2019,7,842366.0,9.41,Below Average,5.0,42,19.02,Yes,2012.0,EMP1492,"<bound method Series.median of 3      NaN
19     NaN
22     NaN
40     NaN
50     NaN
        ..
2015   NaN
2017   NaN
2020   NaN
2031   NaN
2036   NaN
Name: Engineering, Length: 231, dtype: float64>",3.7,Medium,GBP,linkedin.com/in/rajeshshah12,Permenent
EMP3240,Charlotte Chatterjee,48.0,Female,charlotte.chatterjee@gmail.com,Not Available,Pune,India,Finance,Controller,Permanent,High School,19-04-2015,8,1694761.0,10.22,Outstanding,95.0,50,22.84,No,2019.0,EMP2182,"<bound method Series.median of 4      NaN
5      NaN
16     NaN
18     NaN
25     NaN
        ..
1985   NaN
1994   NaN
2009   NaN
2016   NaN
2037   NaN
Name: Finance, Length: 194, dtype: float64>",0.1,Medium,AUD,Not Available,Permenent
EMP1635,Emma Malhotra,53.0,Prefer not to say,emma.malhotra@company.in,-7102818720,Pune,India,Operations,Operations Analyst,Permanent,MCA,25-Jul-19,4,661984.0,178.62,Good,1.0,11,152.86,Yes,2015.0,EMP3917,"<bound method Series.median of 11     NaN
24     NaN
27     NaN
38     NaN
42     NaN
        ..
1986   NaN
1989   NaN
2004   NaN
2021   NaN
2034   NaN
Name: Operations, Length: 217, dtype: float64>",1.2,Low,GBP,Not Available,Permenent
EMP3571,Mia Reddy,41.0,Non-binary,mia.reddy@company.in,-6820,Hyderabad,India,Customer support,Support Agent,Permanent,BE/BTech,17-01-2023,0,440159.0,3.69,Outstanding,1.0,49,19.6,Yes,2012.0,EMP2874,"<bound method Series.median of 6      NaN
9      NaN
17     NaN
20     NaN
39     NaN
        ..
1997   NaN
1999   NaN
2011   NaN
2018   NaN
2022   NaN
Name: Customer support, Length: 198, dtype: float64>",0.6,Medium,CAD,linkedin.com/in/miareddy573,Permenent
