employee_id,full_name,age,gender,email,phone,city,country,department,job_title,employment_type,education_level,join_date,exit_date,years_of_experience,annual_salary,bonus_percentage,performance_rating,nps_score,projects_completed,training_hours,remote_work,last_promotion_year,manager_id,team_size,monthly_leaves_taken,attrition_risk,salary_currency,linkedin_profile,contract_end_date
EMP3976,Logan Garcia,53,Female,logan.garcia@company.in,7158929824,San Francisco,USA,Product,Senior PM,Part-Time,Bachelor's,09-24-2019,,4,1485713,,Below Average,1,17,129.21,FALSE,2010,EMP1343,10,4.5,Medium,INR,linkedin.com/in/logangarcia860,
EMP3555,Suresh Malhotra,31,Non-Binary,suresh@malhotra,(902) 860-3398,Dubai,UAE,HR,HR Manager,Full-Time,MBA,15-09-2013,,10,623515,23.9,GOOD,0,17,10.51,0,2023,EMP3391,8,3.3,High,AUD,linkedin.com/in/sureshmalhotra868,
EMP2146,Suresh Davis,30,Male,suresh.davis@hotmail.com,,Pune,India,Legal,Senior Counsel,Full-Time,BE/BTech,02-Oct-22,,1,1002810,30.29,Outstanding,4,9,,TRUE,2014,EMP2530,17,0.2,High,CAD,,
EMP2727,Suresh Das,34,F,,,Sydney,Australia,Marketing,Content Strategist,,Associate,14-Mar-11,,12,1112030,30.99,Good,8,43,174.2,FALSE,2020,EMP3679,4,2.8,Medium,AUD,linkedin.com/in/sureshdas778,
EMP1351,Ava Davis,22,Female,ava.davis@hotmail.com,8017595141,Pune,India,Sales,VP Sales,Part-Time,High School,17-07-2012,,11,0,10.14,Outstanding,7,46,101.8,,2016,EMP2532,20,2.4,Low,INR,linkedin.com/in/avadavis245,03-01-2025
EMP2845,Nisha Malhotra,25,Female,nisha.malhotra@company.in,9.19604E+11,San Francisco,USA,HR,Recruiter,Contract,Master's,25-Dec-15,,8,892564,5.88,Below Average,2,45,196.64,yes,2015,EMP1895,10,3.3,Low,CAD,linkedin.com/in/nishamalhotra839,
EMP2783,Emma Shah,43,Non-Binary,emma.shah@hotmail.com,,London,UK,Marketing,SEO Specialist,Part-Time,MCA,02-28-2012,,11,1162085,28.25,Average,10,1,80.47,FALSE,2018,,14,2.4,Low,USD,linkedin.com/in/emmashah664,
EMP3436,Charlotte Wilson,24,Female,charlotte.wilson@gmail.com,,Bangalore,India,Engg,Software Engineer,Full-Time,High School,29-11-2019,06-08-2023,4,775614,21.37,Outstanding,24,10,,FALSE,2023,EMP2784,18,1,Low,GBP,linkedin.com/in/charlottewilson459,
EMP2616,Evelyn Davis,53,Prefer not to say,evelyn.davis@corp.com,,Mumbai,India,Finance,CFO,Intern,BE/BTech,04-04-2010,,13,2367320,33.84,4,3,43,93.76,TRUE,2022,EMP3435,,4.1,Medium,CAD,linkedin.com/in/evelyndavis164,
EMP1101,Ethan Jones,33,Female,ethan.jones@corp.com,-7892913531,London,UK,Legal,Senior Counsel,Contract,Associate,22-Nov-22,,1,1066523,18.61,Good,7,16,106.56,TRUE,2013,EMP1045,7,3.8,High,AUD,linkedin.com/in/ethanjones288,
EMP3586,Rohan Patel,51,Male,rohan.patel@company.in,9.19437E+11,Mumbai,India,HR ,Logistics Coordinator,Full-Time,Associate,08-02-2020,,3,1317384,15.63,Good,9,46,192.89,TRUE,,,4,1.6,Medium,GBP,linkedin.com/in/rohanpatel907,08-09-2025
EMP1407,Mason Reddy,36,male,mason.reddy@corp.com,-7775776734,San Francisco,USA,Sales,Account Executive,Intern,BE/BTech,03-26-2010,,4,1383116,37.35,Average,,48,79.47,TRUE,2019,EMP3975,1,4.3,High,AUD,linkedin.com/in/masonreddy837,
EMP2313,Oliver Iyer,42,Non-Binary,oliver.iyer@outlook.com,7789252054,Hyderabad,India,Sales,Sales Manager,Intern,Master's,Not Available,,12,989362,18.26,Excellent,1,47,122.78,FALSE,2022,EMP2717,13,1.9,Low,AUD,linkedin.com/in/oliveriyer164,
EMP3987,Emma Brown,58,Prefer not to say,emma.brown@hotmail.com,9.18603E+11,San Francisco,USA,Customer Support,Support Agent,Contract,MBA,28-Mar-18,12-04-2024,5,464406,23.32,Below Average,75,29,184.87,FALSE,,EMP3259,9,2.4,Low,INR,linkedin.com/in/emmabrown24,
EMP3855,Anjali Miller,60,F,anjali.miller@company.in,8098275422,Delhi,India,Data Science,Head of Data,Contract,Associate,31-07-2022,10-12-2020,1,2375107,35.37,Below Average,9,50,,FALSE,2014,EMP2757,18,2.1,High,GBP,linkedin.com/in/anjalimiller806,
EMP2290,Mia Verma,60,Non-Binary,mia.verma@yahoo.com,(281) 232-1114,San Francisco,USA,Finance,CFO,Full-Time,MCA,27-07-2020,,3,2207890,17.33,Outstanding,10,32,58.66,TRUE,2017,EMP1259,10,2.1,Low,AUD,linkedin.com/in/miaverma952,
EMP1668,Harper Kumar,26,Female,  harper.kumar@outlook.com  ,7962955599,Mumbai,India,Customer Support,Support Manager,Full-Time,Bachelor's,06-19-2015,08-10-2020,8,-993091,11.54,Average,4,16,,0,2013,EMP1843,19,0.9,Low,INR,linkedin.com/in/harperkumar141,
EMP1189,Abigail Gupta,29,Non-Binary,abigail.gupta@@yahoo.com,8905383856,Pune,India,Marketing,Marketing Analyst,Intern,Master's,27-08-2011,,12,566890,13.75,Outstanding,0,12,117.1,TRUE,2024,EMP3299,8,0.8,High,AUD,linkedin.com/in/abigailgupta72,20-08-2026
EMP1559,Sneha Iyer,30,Female,sneha.iyer@gmail.com,-7379298220,Bangalore,India,Product,Group PM,Contract,Master's,29-Aug-22,,1,"â‚¹1,890,202",12.15,Excellent,2,8,104.01,TRUE,2016,EMP1383,16,4.5,High,CAD,linkedin.com/in/snehaiyer963,
EMP3401,Aarav Kumar,52,Prefer not to say,aarav.kumar@hotmail.com,8953238635,Bangalore,India,engeneering,Marketing Manager,Full-Time,Bachelor's,29-10-2020,,3,811769,0.18,Excellent,8,43,167.37,FALSE,2013,EMP1652,1,0.6,Low,GBP,linkedin.com/in/aaravkumar391,27-10-2025
EMP3248,Sophia Patel,23,Non-Binary,sophia.patel@hotmail.com,-8957619370,London,UK,Legal,Associate,Intern,Bachelor's,Not Available,,7,1270368,3.34,Good,6,4,186.52,FALSE,2021,EMP2989,8,0.4,Medium,INR,,
EMP3758,Arjun Patel,33,Female,arjun.patel@hotmail.com,7445085616,Delhi,India,Data Science,Senior Data Scientist,,BE/BTech,04-08-2023,,0,1668569,1.48,Excellent,5,48,49.73,TRUE,2015,EMP3361,5,1.4,High,GBP,linkedin.com/in/arjunpatel359,
EMP2404,Kavya Verma,59,Prefer not to say,kavya.verma@company.in,,Chennai,India,Sales,VP Sales,Intern,PhD,26-07-2023,,0,1757724,3.01,GOOD,27,16,88.37,TRUE,2012,EMP1725,1,4.6,Medium,USD,linkedin.com/in/kavyaverma807,
EMP2755,Rohan Das,49,Non-Binary,rohan.das@gmail.com,9353311180,Dubai,UAE,Engineering,DevOps Engineer,Intern,Associate,08-08-2021,,2,2239066,15.24,Below Average,3,20,84.18,TRUE,2012,EMP2199,20,0.1,Medium,CAD,linkedin.com/in/rohandas670,
EMP3831,Priya Garcia,45,Male,priya.garcia@gmail.com,8607178587,New York,USA,Customer Support,Support Manager,Intern,Bachelor's,25-Sep-13,,10,978726,11.2,3,4,27,,FALSE,,EMP3087,2,3.2,Low,INR,linkedin.com/in/priyagarcia395,
EMP2009,Nisha Smith,-6,Male,nisha.smith@company.in,9.18316E+11,Chennai,India,Customer Support,Support Agent,Part-Time,High School,07-03-2022,,1,490420,5.17,Average,5,44,87.8,FALSE,2013,EMP3067,15,0.7,High,AUD,linkedin.com/in/nishasmith652,
EMP2409,Rahul Bose,359,Non-Binary,rahul.bose@hotmail.com,(484) 331-9584,San Francisco,USA,Engineering,Software Engineer,Full-Time,Associate,19-12-2016,,7,994884,33.85,Below Average,5,36,64.68,FALSE,2015,EMP3067,16,2.7,Medium,,linkedin.com/in/rahulbose514,
EMP2629,Amelia Bose,40,Prefer not to say,amelia.bose@company.in,(685) 442-8851,Delhi,India,Legal,CLO,Part-Time,Master's,06-05-2016,,7,2122571,29.69,Outstanding,0,23,113.87,FALSE,,EMP2720,12,0,Medium,USD,linkedin.com/in/ameliabose792,
EMP3043,Nisha Iyer,26,Male,nisha@iyer,9.19458E+11,London,UK,Finace,CMO,Part-Time,High School,29-Mar-20,,3,2054522,26.46,Good,10,39,157.42,TRUE,2012,EMP3072,20,3.9,Low,AUD,,
EMP1040,Suresh Chopra,-3,Non-Binary,suresh.chopra@gmail.com,,Dubai,UAE,Legal,Associate,Part-Time,High School,25-01-2013,,10,1044970,9.38,Excellent,3,20,188.72,FALSE,2016,EMP1337,15,4.8,Medium,CAD,linkedin.com/in/sureshchopra135,
EMP1578,Liam Iyer,26,Female,liam.iyer@company.in,-9635175393,Mumbai,India,Marketing,Marketing Manager,Intern,PhD,01-Jul-16,,7,967282,13.49,Outstanding,5,44,191.66,TRUE,2016,EMP2532,,2.1,Medium,USD,,07-04-2025
EMP3236,Meena Miller,52,Female,meena.miller@yahoo.com,,New York,USA,HR,HR Business Partner,Intern,PhD,02-16-2017,12-10-2022,7,1221133,39.8,Outstanding,9,25,8.6,FALSE,2018,EMP2719,18,4.1,High,USD,linkedin.com/in/meenamiller888,
EMP3853,Mason Patel,45,Male,mason.patel@hotmail.com,-7219,Kolkata,India,Engineering,Engineering Manager,Part-Time,Master's,29-Nov-21,,2,1699752,39.06,Good,3,30,32.36,TRUE,2024,EMP3763,2,1.8,Medium,AUD,linkedin.com/in/masonpatel575,
EMP3554,Abigail Pillai,46,Female,abigail.pillai@corp.com,8961234307,Ahmedabad,India,Product,Group PM,Part-Time,MBA,16-08-2018,,5,1700773,14.75,Outstanding,0,43,79.72,TRUE,2012,EMP2610,13,1.8,Medium,USD,linkedin.com/in/abigailpillai137,
EMP1224,Kavya Jones,55,Prefer not to say,kavya.jones@corp.com,7013195150,Kolkata,India,HR,Recruiter,,PhD,25-01-2019,,4,825508,13.03,Below Average,0,13,188.61,TRUE,2018,EMP2778,3,1.9,Medium,USD,,
EMP2928,Ethan Moore,42,Prefer not to say,ethan.moore@outlook.com,(818) 182-2993,Toronto,Canada,Customer Support,Team Lead,Contract,Associate,07-04-2021,,2,616594,37.05,Excellent,8,24,36.59,FALSE,2017,EMP3369,18,1.4,High,GBP,linkedin.com/in/ethanmoore714,28-12-2024
EMP3049,Suresh Reddy,33,Male,suresh.reddy@gmail.com,-10890,London,UK,HR,Recruiter,Intern,Bachelor's,02-28-2023,,0,791014,6.44,Below Average,6,1,19.67,FALSE,,EMP1430,18,3.1,Low,GBP,,01-09-2025
EMP1565,Kavya Williams,39,Female,kavya.williams@gmail.com,9.18968E+11,Bangalore,India,Product,Product Manager,Part-Time,Associate,19-11-2014,,9,1204402,11.1,Average,5,49,162.67,TRUE,2023,EMP3202,9,0.6,Medium,INR,linkedin.com/in/kavyawilliams668,
EMP2921,Logan Davis,,Male,logan.davis@yahoo.com,,Sydney,Australia,Legal,Senior Counsel,Intern,Bachelor's,11-20-2019,19-10-2023,4,1044584,19.42,Outstanding,5,18,182.97,no,2024,EMP1202,16,0.2,Low,GBP,,
EMP2769,Anjali Mehta,33,Male,  anjali.mehta@yahoo.com  ,9.1908E+11,Toronto,Canada,Data Science,Senior Data Scientist,Intern,High School,12-16-2019,09-10-2021,4,1868823,17.59,,5,4,93.76,TRUE,2014,EMP1583,2,0.6,High,USD,linkedin.com/in/anjalimehta220,
EMP2955,Lucas Smith,31,,lucas.smith@hotmail.com,,San Francisco,USA,Product,Group PM,Intern,BE/BTech,12-09-2016,,7,0,9.48,Below Average,0,36,169.04,TRUE,2023,EMP1118,10,3.9,High,INR,linkedin.com/in/lucassmith119,
EMP3951,Mason Patel,58,Female,mason.patel@hotmail.com,,Singapore,Singapore,HR,CHRO,Part-Time,Master's,10-02-2012,,11,1317257,7.03,Outstanding,6,43,46.74,TRUE,2023,EMP3189,1,2.7,med,USD,linkedin.com/in/masonpatel237,
EMP1569,Ethan Wilson,30,Non-Binary,ethan.wilson@gmail.com,,San Francisco,USA,Operations,Logistics Coordinator,Contract,Associate,24-02-2010,,13,1298008,25.89,Outstanding,1,21,96.3,TRUE,2023,EMP1898,20,2.9,High,GBP,linkedin.com/in/ethanwilson703,
EMP3398,Rohan Garcia,43,Female,,(347) 159-4376,Kolkata,India,Marketing,Content Strategist,Full-Time,Associate,11-08-2011,,12,973142,36.98,Average,4,23,36.17,FALSE,2016,EMP1408,9,4.7,High,INR,linkedin.com/in/rohangarcia268,
EMP3747,Sunita Moore,56,Female,sunita.moore@gmail.com,-9360,New York,USA,Operations,Operations Analyst,Contract,Master's,17-12-2018,,16,641517,22.31,Good,8,19,130.48,FALSE,2012,EMP2208,11,5,Medium,GBP,linkedin.com/in/sunitamoore429,
EMP2225,Suresh Chopra,46,Female,suresh.chopra@company.in,,Delhi,India,Product,Product Analyst,,High School,19-04-2012,22-01-2022,11,801986,34.4,,9,46,149.65,FALSE,2013,EMP2210,8,0.6,High,INR,linkedin.com/in/sureshchopra957,
EMP3132,Mason Miller,886,,mason.miller@company.in,(937) 946-4427,Bangalore,India,Engineering,DevOps Engineer,Intern,PhD,26-04-2011,,12,2293313,13.93,Average,10,47,198.04,1,2013,EMP2154,6,1,High,CAD,linkedin.com/in/masonmiller823,
EMP1118,William Jones,48,Male,william.jones@company.in,,Singapore,Singapore,Operations,Logistics Coordinator,Full-Time,High School,03-07-2019,,4,1103401,31.29,Below Average,5,33,116.96,TRUE,2019,EMP3108,9,1.4,HIGH,AUD,linkedin.com/in/williamjones667,
EMP1088,Isabella Brown,24,Non-Binary,isabella.brown@gmail.com,9.19402E+11,Dubai,UAE,Engineering,Senior SWE,Full-Time,MBA,02-Aug-19,,4,-1145076,9.34,Good,5,28,32.03,FALSE,2021,EMP2013,13,,Low,CAD,linkedin.com/in/isabellabrown727,
EMP2070,Suresh Singh,50,Male,suresh.singh@outlook.com,-4953,Ahmedabad,India,Marketing,Marketing Analyst,Part-Time,MBA,09-27-2017,,6,731871,15.32,Good,6,15,127.83,TRUE,2021,EMP1300,,4.9,High,GBP,linkedin.com/in/sureshsingh311,
EMP2085,Oliver Jones,30,Non-Binary,oliver.jones@gmail.com,-7954720190,Hyderabad,India,Sales,VP Sales,,MCA,20-02-2020,,3,2236115,34.18,Average,3,3,52.03,1,,EMP2358,15,4.6,High,INR,linkedin.com/in/oliverjones437,15-03-2025
EMP1405,Liam Patel,42,Male,liam.patel@company.in,-9768,Delhi,India,HR,CHRO,Intern,Master's,07-04-2017,,6,1727286,11.57,Excellent,4,8,92.79,TRUE,2011,,10,0.6,Low,GBP,linkedin.com/in/liampatel657,14-12-2025
EMP2258,Amit Mehta,46,Non-Binary,amit.mehta@company.in,-8240446641,San Francisco,USA,HR,CHRO,Intern,BE/BTech,21-Sep-18,,5,1469578,33.05,,1,10,148.74,0,2012,EMP1021,19,1.3,Low,GBP,,
EMP2377,Sophia Miller,39,Prefer not to say,sophia.miller@gmail.com,-9034958398,Singapore,Singapore,Customer Support,Team Lead,Intern,Master's,25-09-2018,,27,682739,32.41,Average,3,46,184.5,FALSE,2012,EMP2012,3,1.3,Medium,CAD,linkedin.com/in/sophiamiller935,24-10-2024
EMP2648,Rajesh Miller,34,Female,rajesh.miller@corp.com,8098870185,Ahmedabad,India,Finance,CFO,Full-Time,BE/BTech,08-21-2014,,9,-1973960,21.83,Below Average,0,42,92.19,,2022,,17,0.2,High,AUD,linkedin.com/in/rajeshmiller325,10-09-2025
EMP3910,Divya Johnson,52,Female,divya.johnson@company.in,9.18769E+11,Hyderabad,India,Engineering,DevOps Engineer,Contract,BE/BTech,09-12-2019,,4,2279287,,Good,6,26,84.65,TRUE,2017,EMP3932,1,0.1,low,INR,linkedin.com/in/divyajohnson45,
EMP3875,,24,Male,lucas.jones@corp.com,-8013980623,Kolkata,India,Data Science,Data Analyst,Full-Time,MBA,13-Apr-22,13-08-2021,1,844310,35.06,5,4,35,50.63,TRUE,2010,EMP1539,15,2,Low,AUD,linkedin.com/in/lucasjones357,
EMP3059,Sneha Brown,41,,sneha.brown@gmail.com,9667858669,Pune,India,Customer Support,VP Support,Contract,Associate,14-04-2011,03-09-2022,12,1129975,37.39,,3,36,118.9,FALSE,2023,EMP2239,17,,Medium,INR,linkedin.com/in/snehabrown138,
EMP3022,ABIGAIL MOORE,29,Non-Binary,abigail.moore@gmail.com,-9124,Chennai,India,Finance,Senior Analyst,Contract,MBA,02-04-2013,,10,900168,1.72,Excellent,10,49,82.14,FALSE,2024,EMP3664,13,0.5,HIGH,CAD,linkedin.com/in/abigailmoore331,09-10-2026
EMP3554,Charlotte Brown,25,Non-Binary,,,Hyderabad,India,Finance,Controller,Intern,BE/BTech,25-Aug-14,31-12-2020,24,1540702,,Below Average,2,20,118.56,FALSE,2015,EMP3558,,2.7,Low,INR,linkedin.com/in/charlottebrown375,
EMP3137,Vikram Williams,51,Prefer not to say,vikram.williams@@yahoo.com,,Sydney,Australia,Operations,Logistics Coordinator,Intern,BE/BTech,07-Aug-22,,1,1099420,6.45,Below Average,9,16,130.8,FALSE,2012,EMP2243,10,4.7,Medium,GBP,linkedin.com/in/vikramwilliams355,
EMP1551,ROHAN SHAH,31,Female,rohan.shah@gmail.com,-9589,Mumbai,India,Sales,Sales Rep,Intern,PhD,26-08-2011,,12,601633,169.82,Outstanding,7,15,112.96,TRUE,2019,,6,4.3,Medium,AUD,linkedin.com/in/rohanshah848,
EMP2029,Deepak Iyer,44,,deepak.iyer@corp.com,-8063,Mumbai,India,Customer Support,Support Agent,Contract,Bachelor's,02-14-2022,24-06-2023,1,-432742,33.66,Good,6,11,114.1,TRUE,2019,EMP2203,16,,Medium,USD,linkedin.com/in/deepakiyer3,
EMP2972,Jackson Pillai,50,Male,jackson.pillai@outlook.com,9.19727E+11,Sydney,Australia,engeneering,CPO,Part-Time,BE/BTech,12-04-2019,,4,2453862,36.42,Average,8,36,75.86,FALSE,2012,EMP2998,13,4.4,Low,USD,,
EMP1867,Rahul Jones,47,Non-Binary,rahul.jones@corp.com,,Mumbai,India,HR,CHRO,Full-Time,Master's,13-Oct-10,,13,1389098,,Good,1,24,87.51,FALSE,2024,EMP1628,8,4.3,Low,CAD,linkedin.com/in/rahuljones464,
EMP2477,Liam Bose,34,Male,liam.bose@outlook.com,-7666055388,Sydney,Australia,Operations,Operations Analyst,Intern,High School,07-Jun-19,,4,616429,27.45,Below Average,6,12,196.69,FALSE,2023,EMP2235,4,4,Low,INR,linkedin.com/in/liambose895,
EMP3859,,28,Female,mia.johnson@yahoo.com,-3219,Pune,India,Customer Support,Support Agent,Intern,PhD,21-08-2016,,7,461127,25.95,4,6,18,104.83,TRUE,2017,EMP3296,5,2.7,Low,CAD,linkedin.com/in/miajohnson643,30-03-2025
EMP1855,Neha Singh,34,Male,neha.singh@hotmail.com,,New York,USA,Customer Support,VP Support,Contract,BE/BTech,12-09-2018,23-12-2023,5,"â‚¹1,435,814",31.98,Good,10,2,154.31,FALSE,2012,EMP2952,19,1.3,Medium,AUD,linkedin.com/in/nehasingh723,02-06-2025
EMP1387,Neha Williams,58,Prefer not to say,neha.williams@corp.com,,Pune,India,HR,HR Manager,,PhD,07-07-2010,,13,821528,18.31,Excellent,0,47,80.96,,2016,EMP1422,19,1.2,Medium,CAD,linkedin.com/in/nehawilliams619,
EMP3045,Divya Wilson,34,Prefer not to say,divya.wilson@gmail.com,,Chennai,India,Operations,Logistics Coordinator,Contract,Associate,08-07-2017,,6,1281526,148.94,Average,9,24,7.94,TRUE,2013,EMP2690,19,1.1,Medium,CAD,linkedin.com/in/divyawilson527,
EMP3818,Anjali Williams,-8,Male,anjali.williams@hotmail.com,(221) 265-1292,Dubai,UAE,Product,Product Manager,Intern,Master's,06-07-2019,,4,1183758,20.29,Good,2,6,5.99,TRUE,2013,EMP3639,17,4.9,Medium,AUD,,
EMP1889,Neha Moore,36,Female,neha.moore@gmail.com,9.19106E+11,Mumbai,India,Legal,CLO,Intern,MBA,06-Nov-19,,4,2221061,30.18,Below Average,5,11,79.45,TRUE,2019,EMP1192,7,3,High,GBP,,09-01-2026
EMP1053,Mason Joshi,43,Female,mason@joshi,(733) 949-5717,Toronto,Canada,Product,CPO,Full-Time,MBA,17-06-2015,,8,2053054,27.64,GOOD,2,16,96.36,FALSE,2014,EMP1116,19,1.1,Low,INR,linkedin.com/in/masonjoshi886,05-08-2025
EMP3787,Isabella Rao,25,Prefer not to say,isabella.rao@hotmail.com,9.17391E+11,Pune,India,Finance,CFO,Full-Time,BE/BTech,22-Sep-23,,0,1907710,8.58,Average,6,42,45.95,TRUE,2021,EMP1235,6,2.2,High,AUD,linkedin.com/in/isabellarao35,
EMP3424,James Pillai,399,Prefer not to say,james.pillai@corp.com,9.19176E+11,Kolkata,India,Sales,VP Sales,Contract,Master's,21-Apr-19,,4,1976288,36.63,Outstanding,1,19,159.44,FALSE,,EMP3992,1,4.4,Medium,INR,linkedin.com/in/jamespillai543,
EMP2001,Rohan Desai,56,Non-Binary,rohan.desai@gmail.com,9926988043,Hyderabad,India,Sales,Senior Sales Rep,Full-Time,Bachelor's,31-08-2012,,11,848522,24.07,2,7,6,86.05,FALSE,2019,EMP3772,14,1.9,Medium,GBP,linkedin.com/in/rohandesai396,
EMP3241,Vikram Davis,47,Non-Binary,vikram.davis@corp.com,-8431303017,Chennai,India,Legal,Associate,Full-Time,MCA,01-Nov-17,,6,1206869,20.51,Excellent,1,7,,no,2012,EMP2922,8,3.2,Medium,USD,linkedin.com/in/vikramdavis400,02-11-2024
EMP2538,Rajesh Pillai,43,Female,rajesh.pillai@yahoo.com,-7984841194,Pune,India,Engineering,Engineering Manager,Contract,Master's,15-03-2014,,9,1890500,30.55,Good,2,-9,18.26,FALSE,2017,EMP3729,16,4.8,High,USD,,
EMP2079,Mason Bose,47,Female,mason.bose@company.in,-7314,Delhi,India,HR,HR Executive,Full-Time,BE/BTech,10-02-2018,,5,622637,26.87,Below Average,3,28,14.58,FALSE,2011,EMP3893,11,2.7,Medium,USD,linkedin.com/in/masonbose129,19-12-2026
EMP3671,Ava Brown,39,Male,ava.brown@company.in,(980) 963-5038,Hyderabad,India,Marketing,CMO,Full-Time,PhD,06-06-2018,,5,2011417,13.81,Below Average,1,3,168.4,TRUE,2023,EMP1374,4,3.5,Medium,CAD,linkedin.com/in/avabrown969,15-05-2024
EMP1302,Meena Moore,24,,meena.moore@outlook.com,-3055,San Francisco,USA,HR,HR Executive,Full-Time,PhD,05-29-2023,,0,481377,11.22,Outstanding,2,26,135.34,TRUE,2013,EMP2045,12,2.2,High,INR,linkedin.com/in/meenamoore300,
EMP3973,Sneha Smith,25,Non-Binary,  sneha.smith@company.in  ,9989846704,Bangalore,India,Marketing,SEO Specialist,Intern,BE/BTech,28-04-2012,,11,1409497,31.17,5,67,21,126.74,TRUE,2018,EMP2208,18,3.9,High,INR,,
EMP3337,Charlotte Jones,55,Female,charlotte.jones@yahoo.com,7428939262,Ahmedabad,India,Marketing,Content Strategist,Contract,Bachelor's,Not Available,31-03-2021,10,947955,110.78,Excellent,10,18,95.41,TRUE,2010,EMP2499,3,4,Medium,GBP,linkedin.com/in/charlottejones929,
EMP1861,Lucas Malhotra,28,Male,lucas.malhotra@corp.com,-9052456432,New York,USA,Finance,Senior Analyst,Contract,Bachelor's,Not Available,,7,943494,19.07,,76,24,106.23,TRUE,,EMP3919,11,0.6,High,GBP,,
EMP3209,Nisha Patel,49,Female,nisha.patel@company.in,9.17335E+11,New York,USA,Data Science,ML Engineer,Contract,Associate,Not Available,13-01-2024,8,1595199,36.25,Average,8,28,128.64,FALSE,2019,EMP3069,6,2,High,USD,,
EMP3087,Priya Singh,22,Prefer not to say,priya.singh@company.in,-8751907298,Ahmedabad,India,Operations,Supply Chain Analyst,Part-Time,Associate,07-09-2019,,4,858466,199.57,Below Average,2,33,100.73,TRUE,2023,EMP2535,6,4.8,High,CAD,linkedin.com/in/priyasingh192,
EMP3018,Mason Desai,22,Prefer not to say,mason.desai@gmail.com,,Singapore,Singapore,Product,Group PM,Part-Time,MCA,11-05-2020,,3,1454298,,Good,84,-5,16.97,TRUE,,EMP1127,1,3.7,High,CAD,,24-07-2025
EMP1861,Kiran Gupta,55,Male,kiran.gupta@company.in,,New York,USA,Finance,Senior Analyst,Full-Time,Bachelor's,07-25-2023,,0,961136,24.23,Below Average,7,13,152.51,FALSE,2011,EMP1933,,4.6,High,AUD,linkedin.com/in/kirangupta111,
EMP1499,Priya Chatterjee,30,Female,priya.chatterjee@hotmail.com,7687103203,Hyderabad,India,Legal,CLO,Full-Time,Associate,21-Mar-13,,10,1940233,30.57,Below Average,10,34,10.51,TRUE,2018,EMP2144,1,3.7,Medium,AUD,linkedin.com/in/priyachatterjee181,
EMP1721,Jackson Bose,49,Prefer not to say,jackson.bose@outlook.com,-7383486397,Pune,India,Sales,VP Sales,Full-Time,  ,14-06-2022,30-06-2022,1,1996030,8.23,excellent,10,42,106.25,TRUE,2011,EMP1127,19,1.6,Medium,USD,linkedin.com/in/jacksonbose487,26-02-2026
EMP2988,Charlotte Miller,49,Prefer not to say,charlotte.miller@corp.com,-9205,Toronto,Canada,Legal,Legal Counsel,Contract,MCA,30-Apr-21,,2,776515,5.34,5,0,13,188.16,FALSE,2010,EMP1858,1,3.5,High,INR,,05-09-2025
EMP1939,Jackson Reddy,50,Non-Binary,jackson.reddy@yahoo.com,(652) 213-8557,Delhi,India,Data Science,Head of Data,Contract,MBA,16-09-2017,,6,2919389,32.86,Outstanding,4,30,17.43,FALSE,2013,EMP1213,11,,Medium,USD,linkedin.com/in/jacksonreddy394,
EMP3822,Rohan Gupta,42,Prefer not to say,  rohan.gupta@corp.com  ,,Ahmedabad,India,Operations,Operations Analyst,Part-Time,MCA,07-Jun-19,,4,573112,28.8,Below Average,10,29,97.83,TRUE,2019,EMP2150,16,3.6,Medium,INR,linkedin.com/in/rohangupta238,
EMP2004,Charlotte Sharma,57,Prefer not to say,charlotte.sharma@yahoo.com,9.17816E+11,Chennai,India,Customer Support,Senior Agent,Intern,MCA,02-17-2010,27-09-2021,13,541939,20.14,Below Average,6,20,101.25,FALSE,2024,EMP1427,,3.1,Medium,CAD,linkedin.com/in/charlottesharma957,
EMP3623,Deepak Reddy,58,Female,deepak.reddy@hotmail.com,-5255,Dubai,UAE,Data Science,Head of Data,Intern,Bachelor's,10-24-2015,,8,2575792,38.6,Good,4,5,169.23,TRUE,2016,EMP2189,3,4.6,med,USD,linkedin.com/in/deepakreddy351,
EMP2549,Rohan Garcia,33,Non-Binary,rohan.garcia@company.in,(428) 372-5894,Hyderabad,India,Customer Support,Senior Agent,Full-Time,MBA,09-30-2010,,13,597613,25.6,Outstanding,2,2,60.29,TRUE,2014,EMP2160,10,0.5,High,CAD,linkedin.com/in/rohangarcia411,
EMP2981,Neha Patel,46,Male,neha.patel@gmail.com,7652552063,Dubai,UAE,engeneering,Operations Analyst,Contract,Bachelor's,01-23-2022,,1,571101,36.34,Below Average,0,13,17.67,TRUE,2015,EMP3660,19,0.5,Medium,GBP,linkedin.com/in/nehapatel623,09-02-2026
EMP1487,Mia Singh,60,Non-Binary,mia.singh@@corp.com,-9714715733,Singapore,Singapore,Marketing,Marketing Analyst,Intern,PhD,17-07-2023,,0,668008,14.6,Below Average,4,20,189.99,FALSE,2015,EMP2259,7,3,High,AUD,linkedin.com/in/miasingh982,
EMP3469,JACKSON MEHTA,26,Female,jackson@mehta,(242) 795-6400,Hyderabad,India,Customer Support,Team Lead,Full-Time,MCA,12-21-2014,10-06-2022,-1,758929,12.54,Excellent,8,19,82.76,TRUE,2010,EMP1716,17,2.3,High,INR,linkedin.com/in/jacksonmehta474,
